physical_acquisition_id,platform,acquired_utc,acquisition_local_date,relative_orbit,normalized_datatake_id,processing_baseline,generation_time,union_city_coverage_fraction,item_count,item_ids,mgrs_tiles
sentinel-2b|2020-09-10T18:29:29.024000Z|R27|GS2B_20200910T182929_018357,sentinel-2b,2020-09-10T18:29:29.024000Z,2020-09-10,27,GS2B_20200910T182929_018357,02.12,2020-09-12T01:52:59.354000Z,0.9999999999999992,2,S2B_MSIL2A_20200910T182929_R027_T11SLT_20200912T015259|S2B_MSIL2A_20200910T182929_R027_T11SLU_20200912T015241,11SLT|11SLU
sentinel-2b|2020-09-20T18:29:49.024000Z|R27|GS2B_20200920T182949_018500,sentinel-2b,2020-09-20T18:29:49.024000Z,2020-09-20,27,GS2B_20200920T182949_018500,02.12,2020-09-22T23:02:22.274000Z,0.9999999999999992,2,S2B_MSIL2A_20200920T182949_R027_T11SLT_20200922T230222|S2B_MSIL2A_20200920T182949_R027_T11SLU_20200922T225935,11SLT|11SLU
sentinel-2b|2020-09-30T18:31:09.024000Z|R27|GS2B_20200930T183109_018643,sentinel-2b,2020-09-30T18:31:09.024000Z,2020-09-30,27,GS2B_20200930T183109_018643,02.12,2020-10-02T00:36:41.243000Z,0.9999999999999992,2,S2B_MSIL2A_20200930T183109_R027_T11SLT_20201002T002845|S2B_MSIL2A_20200930T183109_R027_T11SLU_20201002T003641,11SLT|11SLU
sentinel-2b|2020-10-10T18:33:09.024000Z|R27|GS2B_20201010T183309_018786,sentinel-2b,2020-10-10T18:33:09.024000Z,2020-10-10,27,GS2B_20201010T183309_018786,02.12,2020-10-28T11:32:04.202000Z,0.9999999999999992,2,S2B_MSIL2A_20201010T183309_R027_T11SLT_20201028T113147|S2B_MSIL2A_20201010T183309_R027_T11SLU_20201028T113204,11SLT|11SLU
sentinel-2b|2020-10-20T18:34:19.024000Z|R27|GS2B_20201020T183419_018929,sentinel-2b,2020-10-20T18:34:19.024000Z,2020-10-20,27,GS2B_20201020T183419_018929,02.12,2020-10-21T16:05:21.804000Z,0.9999999999999992,2,S2B_MSIL2A_20201020T183419_R027_T11SLT_20201021T160521|S2B_MSIL2A_20201020T183419_R027_T11SLU_20201021T160451,11SLT|11SLU
sentinel-2b|2021-03-09T18:31:09.024000Z|R27|GS2B_20210309T183109_020931,sentinel-2b,2021-03-09T18:31:09.024000Z,2021-03-09,27,GS2B_20210309T183109_020931,02.12,2021-03-10T11:27:01.320000Z,0.9999999999999992,2,S2B_MSIL2A_20210309T183109_R027_T11SLT_20210310T112701|S2B_MSIL2A_20210309T183109_R027_T11SLU_20210310T105646,11SLT|11SLU
sentinel-2b|2021-03-19T18:29:59.024000Z|R27|GS2B_20210319T182959_021074,sentinel-2b,2021-03-19T18:29:59.024000Z,2021-03-19,27,GS2B_20210319T182959_021074,02.12,2021-03-22T14:35:38.706000Z,0.9999999999999992,2,S2B_MSIL2A_20210319T182959_R027_T11SLT_20210322T143110|S2B_MSIL2A_20210319T182959_R027_T11SLU_20210322T143538,11SLT|11SLU
sentinel-2b|2021-03-29T18:29:29.024000Z|R27|GS2B_20210329T182929_021217,sentinel-2b,2021-03-29T18:29:29.024000Z,2021-03-29,27,GS2B_20210329T182929_021217,02.12,2021-03-30T13:11:51.817000Z,0.9999999999999992,2,S2B_MSIL2A_20210329T182929_R027_T11SLT_20210330T131151|S2B_MSIL2A_20210329T182929_R027_T11SLU_20210330T121415,11SLT|11SLU
sentinel-2b|2021-04-08T18:29:19.024000Z|R27|GS2B_20210408T182919_021360,sentinel-2b,2021-04-08T18:29:19.024000Z,2021-04-08,27,GS2B_20210408T182919_021360,02.12,2021-04-10T15:31:03.842000Z,0.9999999999999992,2,S2B_MSIL2A_20210408T182919_R027_T11SLT_20210410T140502|S2B_MSIL2A_20210408T182919_R027_T11SLU_20210410T153103,11SLT|11SLU
sentinel-2b|2021-04-18T18:29:09.024000Z|R27|GS2B_20210418T182909_021503,sentinel-2b,2021-04-18T18:29:09.024000Z,2021-04-18,27,GS2B_20210418T182909_021503,02.12,2021-04-19T17:12:20.943000Z,0.9999999999999992,2,S2B_MSIL2A_20210418T182909_R027_T11SLT_20210419T171220|S2B_MSIL2A_20210418T182909_R027_T11SLU_20210419T170212,11SLT|11SLU
sentinel-2b|2021-04-28T18:29:09.024000Z|R27|GS2B_20210428T182909_021646,sentinel-2b,2021-04-28T18:29:09.024000Z,2021-04-28,27,GS2B_20210428T182909_021646,02.12,2021-04-29T13:07:27.917000Z,0.9999999999999992,2,S2B_MSIL2A_20210428T182909_R027_T11SLT_20210429T130727|S2B_MSIL2A_20210428T182909_R027_T11SLU_20210429T124844,11SLT|11SLU
sentinel-2b|2021-05-08T18:29:19.024000Z|R27|GS2B_20210508T182919_021789,sentinel-2b,2021-05-08T18:29:19.024000Z,2021-05-08,27,GS2B_20210508T182919_021789,02.12,2021-05-09T14:29:53.247000Z,0.9999999999999992,2,S2B_MSIL2A_20210508T182919_R027_T11SLT_20210509T142953|S2B_MSIL2A_20210508T182919_R027_T11SLU_20210509T140804,11SLT|11SLU
sentinel-2b|2021-05-18T18:29:19.024000Z|R27|GS2B_20210518T182919_021932,sentinel-2b,2021-05-18T18:29:19.024000Z,2021-05-18,27,GS2B_20210518T182919_021932,02.12,2021-05-21T07:15:31.676000Z,0.9999999999999992,2,S2B_MSIL2A_20210518T182919_R027_T11SLT_20210521T065228|S2B_MSIL2A_20210518T182919_R027_T11SLU_20210521T071531,11SLT|11SLU
sentinel-2b|2021-05-28T18:29:19.024000Z|R27|GS2B_20210528T182919_022075,sentinel-2b,2021-05-28T18:29:19.024000Z,2021-05-28,27,GS2B_20210528T182919_022075,02.12,2021-05-29T07:51:48.918000Z,0.9999999999999992,2,S2B_MSIL2A_20210528T182919_R027_T11SLT_20210529T072802|S2B_MSIL2A_20210528T182919_R027_T11SLU_20210529T075148,11SLT|11SLU
sentinel-2b|2021-06-07T18:29:19.024000Z|R27|GS2B_20210607T182919_022218,sentinel-2b,2021-06-07T18:29:19.024000Z,2021-06-07,27,GS2B_20210607T182919_022218,02.12,2021-06-10T08:50:37.537000Z,0.9999999999999992,2,S2B_MSIL2A_20210607T182919_R027_T11SLT_20210610T080752|S2B_MSIL2A_20210607T182919_R027_T11SLU_20210610T085037,11SLT|11SLU
sentinel-2b|2021-06-17T18:29:19.024000Z|R27|GS2B_20210617T182919_022361,sentinel-2b,2021-06-17T18:29:19.024000Z,2021-06-17,27,GS2B_20210617T182919_022361,02.12,2021-06-18T12:19:18.890000Z,0.9999999999999992,2,S2B_MSIL2A_20210617T182919_R027_T11SLT_20210618T113938|S2B_MSIL2A_20210617T182919_R027_T11SLU_20210618T121918,11SLT|11SLU
sentinel-2b|2021-06-27T18:29:19.024000Z|R27|GS2B_20210627T182919_022504,sentinel-2b,2021-06-27T18:29:19.024000Z,2021-06-27,27,GS2B_20210627T182919_022504,03.00,2021-06-28T23:51:17.873756Z,0.9999999999999992,2,S2B_MSIL2A_20210627T182919_R027_T11SLT_20210628T171855|S2B_MSIL2A_20210627T182919_R027_T11SLU_20210628T235117,11SLT|11SLU
sentinel-2b|2021-07-07T18:29:19.024000Z|R27|GS2B_20210707T182919_022647,sentinel-2b,2021-07-07T18:29:19.024000Z,2021-07-07,27,GS2B_20210707T182919_022647,03.00,2021-07-08T12:09:50.239241Z,0.9999999999999992,2,S2B_MSIL2A_20210707T182919_R027_T11SLT_20210708T115623|S2B_MSIL2A_20210707T182919_R027_T11SLU_20210708T120950,11SLT|11SLU
sentinel-2b|2021-07-17T18:29:19.024000Z|R27|GS2B_20210717T182919_022790,sentinel-2b,2021-07-17T18:29:19.024000Z,2021-07-17,27,GS2B_20210717T182919_022790,03.00,2021-07-18T03:23:45.678531Z,0.9999999999999992,2,S2B_MSIL2A_20210717T182919_R027_T11SLT_20210718T025338|S2B_MSIL2A_20210717T182919_R027_T11SLU_20210718T032345,11SLT|11SLU
sentinel-2b|2021-07-27T18:29:19.024000Z|R27|GS2B_20210727T182919_022933,sentinel-2b,2021-07-27T18:29:19.024000Z,2021-07-27,27,GS2B_20210727T182919_022933,03.00,2021-09-26T23:14:30.621619Z,0.9999999999999992,2,S2B_MSIL2A_20210727T182919_R027_T11SLT_20210728T050552|S2B_MSIL2A_20210727T182919_R027_T11SLU_20210926T231430,11SLT|11SLU
sentinel-2b|2021-08-06T18:29:19.024000Z|R27|GS2B_20210806T182919_023076,sentinel-2b,2021-08-06T18:29:19.024000Z,2021-08-06,27,GS2B_20210806T182919_023076,03.00,2021-08-07T04:31:28.559697Z,0.9999999999999992,2,S2B_MSIL2A_20210806T182919_R027_T11SLT_20210807T043128|S2B_MSIL2A_20210806T182919_R027_T11SLU_20210807T034742,11SLT|11SLU
sentinel-2b|2021-08-16T18:29:19.024000Z|R27|GS2B_20210816T182919_023219,sentinel-2b,2021-08-16T18:29:19.024000Z,2021-08-16,27,GS2B_20210816T182919_023219,03.00,2021-08-17T04:14:29.938479Z,0.9999999999999992,2,S2B_MSIL2A_20210816T182919_R027_T11SLT_20210817T041429|S2B_MSIL2A_20210816T182919_R027_T11SLU_20210817T024255,11SLT|11SLU
sentinel-2b|2021-08-26T18:29:19.024000Z|R27|GS2B_20210826T182919_023362,sentinel-2b,2021-08-26T18:29:19.024000Z,2021-08-26,27,GS2B_20210826T182919_023362,03.00,2021-08-27T09:25:25.428459Z,0.9999999999999992,2,S2B_MSIL2A_20210826T182919_R027_T11SLT_20210827T092525|S2B_MSIL2A_20210826T182919_R027_T11SLU_20210827T045057,11SLT|11SLU
sentinel-2b|2021-09-15T18:29:19.024000Z|R27|GS2B_20210915T182919_023648,sentinel-2b,2021-09-15T18:29:19.024000Z,2021-09-15,27,GS2B_20210915T182919_023648,03.00,2021-09-16T04:59:57.127994Z,0.9999999999999992,2,S2B_MSIL2A_20210915T182919_R027_T11SLT_20210916T045957|S2B_MSIL2A_20210915T182919_R027_T11SLU_20210916T042440,11SLT|11SLU
sentinel-2b|2021-09-25T18:30:19.024000Z|R27|GS2B_20210925T183019_023791,sentinel-2b,2021-09-25T18:30:19.024000Z,2021-09-25,27,GS2B_20210925T183019_023791,03.00,2021-09-26T19:45:24.287278Z,0.9999999999999992,2,S2B_MSIL2A_20210925T183019_R027_T11SLT_20210926T194524|S2B_MSIL2A_20210925T183019_R027_T11SLU_20210926T193153,11SLT|11SLU
sentinel-2b|2021-10-05T18:31:39.024000Z|R27|GS2B_20211005T183139_023934,sentinel-2b,2021-10-05T18:31:39.024000Z,2021-10-05,27,GS2B_20211005T183139_023934,03.00,2021-10-06T09:21:52.182195Z,0.9999999999999992,2,S2B_MSIL2A_20211005T183139_R027_T11SLT_20211006T041149|S2B_MSIL2A_20211005T183139_R027_T11SLU_20211006T092152,11SLT|11SLU
sentinel-2b|2021-10-15T18:33:39.024000Z|R27|GS2B_20211015T183339_024077,sentinel-2b,2021-10-15T18:33:39.024000Z,2021-10-15,27,GS2B_20211015T183339_024077,03.00,2021-10-16T04:50:49.113034Z,0.9997203415832034,1,S2B_MSIL2A_20211015T183339_R027_T11SLT_20211016T045049,11SLT
sentinel-2b|2021-10-25T18:34:39.024000Z|R27|GS2B_20211025T183439_024220,sentinel-2b,2021-10-25T18:34:39.024000Z,2021-10-25,27,GS2B_20211025T183439_024220,03.00,2021-10-26T08:40:13.763410Z,0.9997203415832034,1,S2B_MSIL2A_20211025T183439_R027_T11SLT_20211026T084013,11SLT
sentinel-2b|2022-03-14T18:30:39.024000Z|R27|GS2B_20220314T183039_026222,sentinel-2b,2022-03-14T18:30:39.024000Z,2022-03-14,27,GS2B_20220314T183039_026222,05.10,2024-05-27T19:42:07Z,0.9999999999999992,2,S2B_MSIL2A_20220314T183039_R027_T11SLT_20240527T194207|S2B_MSIL2A_20220314T183039_R027_T11SLU_20240527T194207,11SLT|11SLU
sentinel-2b|2022-03-24T18:29:19.024000Z|R27|GS2B_20220324T182919_026365,sentinel-2b,2022-03-24T18:29:19.024000Z,2022-03-24,27,GS2B_20220324T182919_026365,05.10,2024-05-22T07:10:23Z,0.9999999999999992,2,S2B_MSIL2A_20220324T182919_R027_T11SLT_20240522T071023|S2B_MSIL2A_20220324T182919_R027_T11SLU_20240522T071023,11SLT|11SLU
sentinel-2b|2022-04-03T18:29:19.024000Z|R27|GS2B_20220403T182919_026508,sentinel-2b,2022-04-03T18:29:19.024000Z,2022-04-03,27,GS2B_20220403T182919_026508,05.10,2024-06-04T03:51:07Z,0.9999999999999992,2,S2B_MSIL2A_20220403T182919_R027_T11SLT_20240604T035107|S2B_MSIL2A_20220403T182919_R027_T11SLU_20240604T035107,11SLT|11SLU
sentinel-2b|2022-04-13T18:29:19.024000Z|R27|GS2B_20220413T182919_026651,sentinel-2b,2022-04-13T18:29:19.024000Z,2022-04-13,27,GS2B_20220413T182919_026651,04.00,2022-04-14T13:04:38.352789Z,0.9999999999999992,2,S2B_MSIL2A_20220413T182919_R027_T11SLT_20220414T122703|S2B_MSIL2A_20220413T182919_R027_T11SLU_20220414T130438,11SLT|11SLU
sentinel-2b|2022-04-23T18:29:09.024000Z|R27|GS2B_20220423T182909_026794,sentinel-2b,2022-04-23T18:29:09.024000Z,2022-04-23,27,GS2B_20220423T182909_026794,04.00,2022-04-24T14:19:31.911444Z,0.9999999999999992,2,S2B_MSIL2A_20220423T182909_R027_T11SLT_20220424T133808|S2B_MSIL2A_20220423T182909_R027_T11SLU_20220424T141931,11SLT|11SLU
sentinel-2b|2022-05-03T18:29:09.024000Z|R27|GS2B_20220503T182909_026937,sentinel-2b,2022-05-03T18:29:09.024000Z,2022-05-03,27,GS2B_20220503T182909_026937,04.00,2022-05-04T13:21:51.881442Z,0.9999999999999992,2,S2B_MSIL2A_20220503T182909_R027_T11SLT_20220504T130613|S2B_MSIL2A_20220503T182909_R027_T11SLU_20220504T132151,11SLT|11SLU
sentinel-2b|2022-05-13T18:29:19.024000Z|R27|GS2B_20220513T182919_027080,sentinel-2b,2022-05-13T18:29:19.024000Z,2022-05-13,27,GS2B_20220513T182919_027080,05.10,2024-06-18T21:34:06Z,0.9999999999999992,2,S2B_MSIL2A_20220513T182919_R027_T11SLT_20240618T213406|S2B_MSIL2A_20220513T182919_R027_T11SLU_20240618T213406,11SLT|11SLU
sentinel-2b|2022-05-23T18:29:19.024000Z|R27|GS2B_20220523T182919_027223,sentinel-2b,2022-05-23T18:29:19.024000Z,2022-05-23,27,GS2B_20220523T182919_027223,04.00,2022-05-24T11:38:56.752701Z,0.9999999999999992,2,S2B_MSIL2A_20220523T182919_R027_T11SLT_20220524T112725|S2B_MSIL2A_20220523T182919_R027_T11SLU_20220524T113856,11SLT|11SLU
sentinel-2b|2022-06-02T18:29:19.024000Z|R27|GS2B_20220602T182919_027366,sentinel-2b,2022-06-02T18:29:19.024000Z,2022-06-02,27,GS2B_20220602T182919_027366,05.10,2024-06-19T14:03:27Z,0.9999999999999992,2,S2B_MSIL2A_20220602T182919_R027_T11SLT_20240619T140327|S2B_MSIL2A_20220602T182919_R027_T11SLU_20240619T140327,11SLT|11SLU
sentinel-2b|2022-06-12T18:29:19.024000Z|R27|GS2B_20220612T182919_027509,sentinel-2b,2022-06-12T18:29:19.024000Z,2022-06-12,27,GS2B_20220612T182919_027509,04.00,2022-06-13T16:49:13.181354Z,0.9999999999999992,2,S2B_MSIL2A_20220612T182919_R027_T11SLT_20220613T160527|S2B_MSIL2A_20220612T182919_R027_T11SLU_20220613T164913,11SLT|11SLU
sentinel-2b|2022-06-22T18:29:19.024000Z|R27|GS2B_20220622T182919_027652,sentinel-2b,2022-06-22T18:29:19.024000Z,2022-06-22,27,GS2B_20220622T182919_027652,04.00,2022-06-23T15:28:57.921166Z,0.9999999999999992,2,S2B_MSIL2A_20220622T182919_R027_T11SLT_20220623T145026|S2B_MSIL2A_20220622T182919_R027_T11SLU_20220623T152857,11SLT|11SLU
sentinel-2b|2022-07-02T18:29:19.024000Z|R27|GS2B_20220702T182919_027795,sentinel-2b,2022-07-02T18:29:19.024000Z,2022-07-02,27,GS2B_20220702T182919_027795,04.00,2022-07-03T08:29:38.165402Z,0.9999999999999992,2,S2B_MSIL2A_20220702T182919_R027_T11SLT_20220703T071729|S2B_MSIL2A_20220702T182919_R027_T11SLU_20220703T082938,11SLT|11SLU
sentinel-2b|2022-07-12T18:29:19.024000Z|R27|GS2B_20220712T182919_027938,sentinel-2b,2022-07-12T18:29:19.024000Z,2022-07-12,27,GS2B_20220712T182919_027938,04.00,2022-07-14T02:45:52.901310Z,0.9999999999999992,2,S2B_MSIL2A_20220712T182919_R027_T11SLT_20220714T024552|S2B_MSIL2A_20220712T182919_R027_T11SLU_20220714T022000,11SLT|11SLU
sentinel-2b|2022-07-22T18:29:19.024000Z|R27|GS2B_20220722T182919_028081,sentinel-2b,2022-07-22T18:29:19.024000Z,2022-07-22,27,GS2B_20220722T182919_028081,04.00,2022-07-24T20:13:40.273036Z,0.9999999999999992,2,S2B_MSIL2A_20220722T182919_R027_T11SLT_20220724T195105|S2B_MSIL2A_20220722T182919_R027_T11SLU_20220724T201340,11SLT|11SLU
sentinel-2b|2022-08-01T18:29:19.024000Z|R27|GS2B_20220801T182919_028224,sentinel-2b,2022-08-01T18:29:19.024000Z,2022-08-01,27,GS2B_20220801T182919_028224,04.00,2022-08-02T14:12:30.998540Z,0.9999999999999992,2,S2B_MSIL2A_20220801T182919_R027_T11SLT_20220802T141230|S2B_MSIL2A_20220801T182919_R027_T11SLU_20220802T131051,11SLT|11SLU
sentinel-2b|2022-08-11T18:29:19.024000Z|R27|GS2B_20220811T182919_028367,sentinel-2b,2022-08-11T18:29:19.024000Z,2022-08-11,27,GS2B_20220811T182919_028367,04.00,2022-08-12T13:44:35.143074Z,0.9999999999999992,2,S2B_MSIL2A_20220811T182919_R027_T11SLT_20220812T134435|S2B_MSIL2A_20220811T182919_R027_T11SLU_20220812T134417,11SLT|11SLU
sentinel-2b|2022-08-21T18:29:19.024000Z|R27|GS2B_20220821T182919_028510,sentinel-2b,2022-08-21T18:29:19.024000Z,2022-08-21,27,GS2B_20220821T182919_028510,05.10,2024-07-20T09:54:03Z,0.9999999999999992,2,S2B_MSIL2A_20220821T182919_R027_T11SLT_20240720T095403|S2B_MSIL2A_20220821T182919_R027_T11SLU_20240720T095403,11SLT|11SLU
sentinel-2b|2022-08-31T18:29:19.024000Z|R27|GS2B_20220831T182919_028653,sentinel-2b,2022-08-31T18:29:19.024000Z,2022-08-31,27,GS2B_20220831T182919_028653,05.10,2024-07-10T18:07:48Z,0.9999999999999992,2,S2B_MSIL2A_20220831T182919_R027_T11SLT_20240710T180748|S2B_MSIL2A_20220831T182919_R027_T11SLU_20240710T180748,11SLT|11SLU
sentinel-2b|2022-09-10T18:29:29.024000Z|R27|GS2B_20220910T182929_028796,sentinel-2b,2022-09-10T18:29:29.024000Z,2022-09-10,27,GS2B_20220910T182929_028796,04.00,2022-09-12T04:42:44.409365Z,0.9999999999999992,2,S2B_MSIL2A_20220910T182929_R027_T11SLT_20220912T044244|S2B_MSIL2A_20220910T182929_R027_T11SLU_20220912T043701,11SLT|11SLU
sentinel-2b|2022-09-20T18:30:39.024000Z|R27|GS2B_20220920T183039_028939,sentinel-2b,2022-09-20T18:30:39.024000Z,2022-09-20,27,GS2B_20220920T183039_028939,05.10,2024-07-30T11:29:47Z,0.9999999999999992,2,S2B_MSIL2A_20220920T183039_R027_T11SLT_20240730T112947|S2B_MSIL2A_20220920T183039_R027_T11SLU_20240730T112947,11SLT|11SLU
sentinel-2b|2022-09-30T18:31:49.024000Z|R27|GS2B_20220930T183149_029082,sentinel-2b,2022-09-30T18:31:49.024000Z,2022-09-30,27,GS2B_20220930T183149_029082,05.10,2024-07-26T18:07:16Z,0.9999999999999992,2,S2B_MSIL2A_20220930T183149_R027_T11SLT_20240726T180716|S2B_MSIL2A_20220930T183149_R027_T11SLU_20240726T180716,11SLT|11SLU
sentinel-2b|2022-10-10T18:32:59.024000Z|R27|GS2B_20221010T183259_029225,sentinel-2b,2022-10-10T18:32:59.024000Z,2022-10-10,27,GS2B_20221010T183259_029225,04.00,2022-10-11T05:21:36.342412Z,0.9999999999999992,2,S2B_MSIL2A_20221010T183259_R027_T11SLT_20221011T051337|S2B_MSIL2A_20221010T183259_R027_T11SLU_20221011T052136,11SLT|11SLU
sentinel-2b|2022-10-20T18:34:09.024000Z|R27|GS2B_20221020T183409_029368,sentinel-2b,2022-10-20T18:34:09.024000Z,2022-10-20,27,GS2B_20221020T183409_029368,04.00,2022-10-21T05:48:23.635529Z,0.9999999999999992,2,S2B_MSIL2A_20221020T183409_R027_T11SLT_20221021T042901|S2B_MSIL2A_20221020T183409_R027_T11SLU_20221021T054823,11SLT|11SLU
sentinel-2b|2023-03-09T18:32:09.025000Z|R27|GS2B_20230309T183209_031370,sentinel-2b,2023-03-09T18:32:09.025000Z,2023-03-09,27,GS2B_20230309T183209_031370,05.10,2024-08-23T15:06:14Z,0.9999999999999992,2,S2B_MSIL2A_20230309T183209_R027_T11SLT_20240823T150614|S2B_MSIL2A_20230309T183209_R027_T11SLU_20240823T150614,11SLT|11SLU
sentinel-2b|2023-03-19T18:30:59.024000Z|R27|GS2B_20230319T183059_031513,sentinel-2b,2023-03-19T18:30:59.024000Z,2023-03-19,27,GS2B_20230319T183059_031513,05.10,2024-08-25T11:02:57Z,0.9999999999999992,2,S2B_MSIL2A_20230319T183059_R027_T11SLT_20240825T110257|S2B_MSIL2A_20230319T183059_R027_T11SLU_20240825T110257,11SLT|11SLU
sentinel-2b|2023-03-29T18:29:49.024000Z|R27|GS2B_20230329T182949_031656,sentinel-2b,2023-03-29T18:29:49.024000Z,2023-03-29,27,GS2B_20230329T182949_031656,05.10,2024-08-24T09:33:10Z,0.9999999999999992,2,S2B_MSIL2A_20230329T182949_R027_T11SLT_20240824T093310|S2B_MSIL2A_20230329T182949_R027_T11SLU_20240824T093310,11SLT|11SLU
sentinel-2b|2023-04-08T18:29:19.024000Z|R27|GS2B_20230408T182919_031799,sentinel-2b,2023-04-08T18:29:19.024000Z,2023-04-08,27,GS2B_20230408T182919_031799,05.09,2023-04-09T01:39:57.156580Z,0.9999999999999992,2,S2B_MSIL2A_20230408T182919_R027_T11SLT_20230409T013935|S2B_MSIL2A_20230408T182919_R027_T11SLU_20230409T013957,11SLT|11SLU
sentinel-2b|2023-04-18T18:29:19.024000Z|R27|GS2B_20230418T182919_031942,sentinel-2b,2023-04-18T18:29:19.024000Z,2023-04-18,27,GS2B_20230418T182919_031942,05.10,2024-09-02T07:20:49Z,0.9999999999999992,2,S2B_MSIL2A_20230418T182919_R027_T11SLT_20240902T072049|S2B_MSIL2A_20230418T182919_R027_T11SLU_20240902T072049,11SLT|11SLU
sentinel-2b|2023-04-28T18:29:19.024000Z|R27|GS2B_20230428T182919_032085,sentinel-2b,2023-04-28T18:29:19.024000Z,2023-04-28,27,GS2B_20230428T182919_032085,05.10,2024-09-01T06:42:50Z,0.9999999999999992,2,S2B_MSIL2A_20230428T182919_R027_T11SLT_20240901T064250|S2B_MSIL2A_20230428T182919_R027_T11SLU_20240901T064250,11SLT|11SLU
sentinel-2b|2023-05-18T18:29:19.024000Z|R27|GS2B_20230518T182919_032371,sentinel-2b,2023-05-18T18:29:19.024000Z,2023-05-18,27,GS2B_20230518T182919_032371,05.09,2023-05-19T02:43:19.398847Z,0.9999999999999992,2,S2B_MSIL2A_20230518T182919_R027_T11SLT_20230519T024319|S2B_MSIL2A_20230518T182919_R027_T11SLU_20230519T024241,11SLT|11SLU
sentinel-2b|2023-05-28T18:29:19.024000Z|R27|GS2B_20230528T182919_032514,sentinel-2b,2023-05-28T18:29:19.024000Z,2023-05-28,27,GS2B_20230528T182919_032514,05.10,2024-09-08T23:35:06Z,0.9999999999999992,2,S2B_MSIL2A_20230528T182919_R027_T11SLT_20240908T233506|S2B_MSIL2A_20230528T182919_R027_T11SLU_20240908T233506,11SLT|11SLU
sentinel-2b|2023-06-07T18:29:19.024000Z|R27|GS2B_20230607T182919_032657,sentinel-2b,2023-06-07T18:29:19.024000Z,2023-06-07,27,GS2B_20230607T182919_032657,05.10,2024-09-13T15:19:00Z,0.9999999999999992,2,S2B_MSIL2A_20230607T182919_R027_T11SLT_20240913T151900|S2B_MSIL2A_20230607T182919_R027_T11SLU_20240913T151900,11SLT|11SLU
sentinel-2b|2023-06-17T18:29:19.024000Z|R27|GS2B_20230617T182919_032800,sentinel-2b,2023-06-17T18:29:19.024000Z,2023-06-17,27,GS2B_20230617T182919_032800,05.10,2024-09-16T17:20:46Z,0.9999999999999992,2,S2B_MSIL2A_20230617T182919_R027_T11SLT_20240916T172046|S2B_MSIL2A_20230617T182919_R027_T11SLU_20240916T172046,11SLT|11SLU
sentinel-2b|2023-06-27T18:29:19.024000Z|R27|GS2B_20230627T182919_032943,sentinel-2b,2023-06-27T18:29:19.024000Z,2023-06-27,27,GS2B_20230627T182919_032943,05.10,2024-09-12T10:52:41Z,0.9999999999999992,2,S2B_MSIL2A_20230627T182919_R027_T11SLT_20240912T105241|S2B_MSIL2A_20230627T182919_R027_T11SLU_20240912T105241,11SLT|11SLU
sentinel-2b|2023-07-07T18:29:19.024000Z|R27|GS2B_20230707T182919_033086,sentinel-2b,2023-07-07T18:29:19.024000Z,2023-07-07,27,GS2B_20230707T182919_033086,05.10,2024-10-23T15:00:18Z,0.9999999999999992,2,S2B_MSIL2A_20230707T182919_R027_T11SLT_20241023T150018|S2B_MSIL2A_20230707T182919_R027_T11SLU_20241023T150018,11SLT|11SLU
sentinel-2b|2023-07-17T18:29:19.024000Z|R27|GS2B_20230717T182919_033229,sentinel-2b,2023-07-17T18:29:19.024000Z,2023-07-17,27,GS2B_20230717T182919_033229,05.10,2024-10-20T13:22:02Z,0.9999999999999992,2,S2B_MSIL2A_20230717T182919_R027_T11SLT_20241020T132202|S2B_MSIL2A_20230717T182919_R027_T11SLU_20241020T132202,11SLT|11SLU
sentinel-2b|2023-07-27T18:29:29.024000Z|R27|GS2B_20230727T182929_033372,sentinel-2b,2023-07-27T18:29:29.024000Z,2023-07-27,27,GS2B_20230727T182929_033372,05.10,2024-10-10T17:32:01Z,0.9999999999999992,2,S2B_MSIL2A_20230727T182929_R027_T11SLT_20241010T173201|S2B_MSIL2A_20230727T182929_R027_T11SLU_20241010T173201,11SLT|11SLU
sentinel-2b|2023-08-06T18:29:19.024000Z|R27|GS2B_20230806T182919_033515,sentinel-2b,2023-08-06T18:29:19.024000Z,2023-08-06,27,GS2B_20230806T182919_033515,05.10,2024-10-21T05:42:04Z,0.9999999999999992,2,S2B_MSIL2A_20230806T182919_R027_T11SLT_20241021T054204|S2B_MSIL2A_20230806T182919_R027_T11SLU_20241021T054204,11SLT|11SLU
sentinel-2b|2023-08-16T18:29:19.024000Z|R27|GS2B_20230816T182919_033658,sentinel-2b,2023-08-16T18:29:19.024000Z,2023-08-16,27,GS2B_20230816T182919_033658,05.10,2024-10-15T18:41:57Z,0.9999999999999992,2,S2B_MSIL2A_20230816T182919_R027_T11SLT_20241015T184157|S2B_MSIL2A_20230816T182919_R027_T11SLU_20241015T184157,11SLT|11SLU
sentinel-2b|2023-08-26T18:29:19.024000Z|R27|GS2B_20230826T182919_033801,sentinel-2b,2023-08-26T18:29:19.024000Z,2023-08-26,27,GS2B_20230826T182919_033801,05.10,2024-10-22T09:15:30Z,0.0003134549722080939,2,S2B_MSIL2A_20230826T182919_R027_T11SLT_20241022T091530|S2B_MSIL2A_20230826T182919_R027_T11SLU_20241022T091530,11SLT|11SLU
